preflop,flop,turn,river,total
"(0.025, 0.025)","(0.0375, 0.0625)","(0, 0.0625)","(0, 0.0625)",0.0625
"(0.03, 0.03)","(0.0, 0.03)","(0.0, 0.03)","(0.03, 0.06)",0.06
"(0.105, 0.105)","(0.0537, 0.1587)","(0.0, 0.1587)","(0.1612, 0.3199)",0.3199
"(0.0222, 0.0222)","(0.0, 0.0222)","(0, 0.0222)","(0, 0.0222)",0.0222
"(0.025, 0.025)","(0.0, 0.025)","(0.0, 0.025)","(0.035, 0.060000000000000005)",0.060000000000000005
"(0.0234, 0.0234)","(0.0325, 0.055900000000000005)","(0, 0.055900000000000005)","(0, 0.055900000000000005)",0.055900000000000005
"(0.0223, 0.0223)","(0.09, 0.1123)","(0.0, 0.1123)","(0.4, 0.5123)",0.5123
"(0.0, 0.0)","(0.01, 0.01)","(0.0333, 0.043300000000000005)","(0.0, 0.043300000000000005)",0.043300000000000005
"(0.0, 0.0)","(0.01, 0.01)","(0.0333, 0.043300000000000005)","(0.0725, 0.1158)",0.1158
"(0.025, 0.025)","(0.0, 0.025)","(0.0, 0.025)","(0.0275, 0.052500000000000005)",0.052500000000000005
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.06, 0.08249999999999999)",0.08249999999999999
"(0.0214, 0.0214)","(0.015, 0.0364)","(0.0, 0.0364)","(0.0, 0.0364)",0.0364
"(0.0214, 0.0214)","(0.015, 0.0364)","(0.0, 0.0364)","(0.135, 0.1714)",0.1714
"(0.02, 0.02)","(0.0, 0.02)","(0.0112, 0.0312)","(0.0, 0.0312)",0.0312
"(0.03, 0.03)","(0.03, 0.06)","(0.09, 0.15)","(0.15, 0.3)",0.3
"(0.03, 0.03)","(0.03, 0.06)","(0.09, 0.15)","(0.85, 1.0)",1.0
"(0.0, 0.0)","(0.01, 0.01)","(0.02, 0.03)","(0, 0.03)",0.03
"(0.0825, 0.0825)","(0.0, 0.0825)","(0.12, 0.2025)","(0, 0.2025)",0.2025
"(0.0287, 0.0287)","(0.0, 0.0287)","(0.0505, 0.0792)","(0.1055, 0.1847)",0.1847
"(0.0287, 0.0287)","(0.0, 0.0287)","(0.0505, 0.0792)","(0.6746, 0.7538)",0.7538
"(0.075, 0.075)","(0.1649, 0.2399)","(0.2075, 0.4474)","(0.5526, 1.0)",1.0
"(0.02, 0.02)","(0.0425, 0.0625)","(0.0666, 0.1291)","(0, 0.1291)",0.1291
"(0.02, 0.02)","(0.0425, 0.0625)","(0.3698, 0.4323)","(0, 0.4323)",0.4323
"(0.0225, 0.0225)","(0.015, 0.0375)","(0.06, 0.0975)","(0, 0.0975)",0.0975
"(0.09, 0.09)","(0.18, 0.27)","(0.73, 1.0)","(0, 1.0)",1.0
"(0.09, 0.09)","(0.18, 0.27)","(0.135, 0.405)","(0, 0.405)",0.405
"(0.021, 0.021)","(0.1425, 0.16349999999999998)","(0.0, 0.16349999999999998)","(0.0, 0.16349999999999998)",0.16349999999999998
"(0.025, 0.025)","(0.0, 0.025)","(0.055, 0.08)","(0.0, 0.08)",0.08
"(0.025, 0.025)","(0.0, 0.025)","(0.055, 0.08)","(0.165, 0.245)",0.245
"(0.025, 0.025)","(0.0, 0.025)","(0.046, 0.07100000000000001)","(0, 0.07100000000000001)",0.07100000000000001
"(0.07, 0.07)","(0.0, 0.07)","(0.2375, 0.3075)","(0.6925, 1.0)",1.0
"(0.025, 0.025)","(0.0275, 0.052500000000000005)","(0.22, 0.2725)","(0, 0.2725)",0.2725
"(0.0287, 0.0287)","(0.0468, 0.0755)","(0.117, 0.1925)","(0, 0.1925)",0.1925
"(0.0287, 0.0287)","(0.0468, 0.0755)","(0.0, 0.0755)","(0, 0.0755)",0.0755
"(0.025, 0.025)","(0.035, 0.060000000000000005)","(0.165, 0.225)","(0, 0.225)",0.225
"(0.0, 0.0)","(0.0, 0.0)","(0.01, 0.01)","(0.032, 0.042)",0.042
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.01, 0.01)",0.01
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.085, 0.1325)","(0.2275, 0.36)",0.36
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.085, 0.1325)","(0.8675, 1.0)",1.0
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.0175, 0.04)",0.04
"(0.025, 0.025)","(0.025, 0.05)","(0.0, 0.05)","(0.075, 0.125)",0.125
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.025, 0.0475)","(0.5, 0.5475)",0.5475
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.025, 0.0475)","(0.13, 0.1775)",0.1775
"(0.19, 0.19)","(0, 0.19)","(0, 0.19)","(0, 0.19)",0.19
"(0.06, 0.06)","(0, 0.06)","(0, 0.06)","(0, 0.06)",0.06
"(0.03, 0.03)","(0.048, 0.078)","(0, 0.078)","(0, 0.078)",0.078
"(0.0225, 0.0225)","(0.0325, 0.055)","(0.0, 0.055)","(0.0, 0.055)",0.055
"(0.0225, 0.0225)","(0.0325, 0.055)","(0.0, 0.055)","(0.04, 0.095)",0.095
"(0.025, 0.025)","(0.03, 0.055)","(0.0, 0.055)","(0.06, 0.11499999999999999)",0.11499999999999999
"(0.0775, 0.0775)","(0.0, 0.0775)","(0.0, 0.0775)","(0.0, 0.0775)",0.0775
"(0.0, 0.0)","(0.0, 0.0)","(0.01, 0.01)","(0.0, 0.01)",0.01
"(0.025, 0.025)","(0.0, 0.025)","(0.025, 0.05)","(0.05, 0.1)",0.1
"(0.025, 0.025)","(0.11, 0.135)","(0, 0.135)","(0, 0.135)",0.135
"(0.11, 0.11)","(0.11, 0.22)","(0, 0.22)","(0, 0.22)",0.22
"(0.025, 0.025)","(0.0375, 0.0625)","(0.0958, 0.1583)","(0.2645, 0.4228)",0.4228
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.1, 0.1225)","(0, 0.1225)",0.1225
"(0.0225, 0.0225)","(0.035, 0.0575)","(0, 0.0575)","(0, 0.0575)",0.0575
"(0.03, 0.03)","(0.02, 0.05)","(0.075, 0.125)","(0.0, 0.125)",0.125
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.05, 0.07250000000000001)","(0.0, 0.07250000000000001)",0.07250000000000001
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.05, 0.0975)","(0, 0.0975)",0.0975
"(0.025, 0.025)","(0.055, 0.08)","(0, 0.08)","(0, 0.08)",0.08
"(0.025, 0.025)","(0.0, 0.025)","(0.0225, 0.0475)","(0.04, 0.0875)",0.0875
"(0.025, 0.025)","(0.0, 0.025)","(0.0225, 0.0475)","(0.0, 0.0475)",0.0475
"(0.0287, 0.0287)","(0.0, 0.0287)","(0.0156, 0.0443)","(0, 0.0443)",0.0443
"(0.0225, 0.0225)","(0.035, 0.0575)","(0.0, 0.0575)","(0.03, 0.0875)",0.0875
"(0.0225, 0.0225)","(0.105, 0.1275)","(0.0, 0.1275)","(0, 0.1275)",0.1275
"(0.0225, 0.0225)","(0.105, 0.1275)","(0.2, 0.3275)","(0, 0.3275)",0.3275
"(0.025, 0.025)","(0.0, 0.025)","(0.04, 0.065)","(0, 0.065)",0.065
"(0.0225, 0.0225)","(0.03, 0.0525)","(0.12, 0.1725)","(0, 0.1725)",0.1725
"(0.025, 0.025)","(0.0175, 0.0425)","(0.07, 0.11250000000000002)","(0, 0.11250000000000002)",0.11250000000000002
"(0.0234, 0.0234)","(0.0, 0.0234)","(0.02, 0.0434)","(0.0777, 0.12110000000000001)",0.12110000000000001
"(0.0234, 0.0234)","(0.0, 0.0234)","(0.02, 0.0434)","(0.0, 0.0434)",0.0434
"(0.035, 0.035)","(0.0, 0.035)","(0.04, 0.07500000000000001)","(0, 0.07500000000000001)",0.07500000000000001
"(0.021, 0.021)","(0.0, 0.021)","(0.015, 0.036000000000000004)","(0.0555, 0.0915)",0.0915
"(0.021, 0.021)","(0.0, 0.021)","(0.015, 0.036000000000000004)","(0.1965, 0.2325)",0.2325
"(0.0725, 0.0725)","(0.09, 0.16249999999999998)","(0.0, 0.16249999999999998)","(0, 0.16249999999999998)",0.16249999999999998
"(0.0725, 0.0725)","(0.09, 0.16249999999999998)","(0.2, 0.3625)","(0, 0.3625)",0.3625
"(0.1075, 0.1075)","(0.11, 0.2175)","(0.0, 0.2175)","(0, 0.2175)",0.2175
"(0.1075, 0.1075)","(0.11, 0.2175)","(0.22, 0.4375)","(0, 0.4375)",0.4375
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.045, 0.0675)","(0.1075, 0.175)",0.175
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.025, 0.0475)","(0.05, 0.0975)",0.0975
"(0.0625, 0.0625)","(0.0, 0.0625)","(0.0555, 0.118)","(0.0, 0.118)",0.118
"(0.0325, 0.0325)","(0.0, 0.0325)","(0.0225, 0.055)","(0, 0.055)",0.055
"(0.0325, 0.0325)","(0.0, 0.0325)","(0.0, 0.0325)","(0, 0.0325)",0.0325
"(0.115, 0.115)","(0.0, 0.115)","(0.0, 0.115)","(0.1888, 0.3038)",0.3038
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.05, 0.07250000000000001)",0.07250000000000001
"(0.2325, 0.2325)","(0, 0.2325)","(0, 0.2325)","(0, 0.2325)",0.2325
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.1775, 0.19999999999999998)","(0.415, 0.615)",0.615
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.1775, 0.19999999999999998)","(0.8, 1.0)",1.0
"(0.0681, 0.0681)","(0.0378, 0.1059)","(0.1134, 0.2193)","(0.3402, 0.5595)",0.5595
"(0.03, 0.03)","(0.03, 0.06)","(0.075, 0.135)","(0.0, 0.135)",0.135
"(0.03, 0.03)","(0.03, 0.06)","(0.075, 0.135)","(0.165, 0.30000000000000004)",0.30000000000000004
"(0.1925, 0.1925)","(0.185, 0.3775)","(0.6225, 1.0)","(0, 1.0)",1.0
"(0.1925, 0.1925)","(0.185, 0.3775)","(0.0, 0.3775)","(0, 0.3775)",0.3775
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.2135, 0.236)",0.236
"(0.03, 0.03)","(0.02, 0.05)","(0.0, 0.05)","(0.08, 0.13)",0.13
"(0.03, 0.03)","(0.02, 0.05)","(0.0, 0.05)","(0.0, 0.05)",0.05
"(0.025, 0.025)","(0.02, 0.045)","(0.075, 0.12)","(0.1675, 0.2875)",0.2875
"(0.0, 0.0)","(0.0, 0.0)","(0.015, 0.015)","(0, 0.015)",0.015
"(0.0961, 0.0961)","(0.0505, 0.1466)","(0, 0.1466)","(0, 0.1466)",0.1466
"(0.0961, 0.0961)","(0.0, 0.0961)","(0, 0.0961)","(0, 0.0961)",0.0961
"(0.0225, 0.0225)","(0.02, 0.042499999999999996)","(0.0, 0.042499999999999996)","(0.225, 0.2675)",0.2675
"(0.025, 0.025)","(0.0, 0.025)","(0.08, 0.10500000000000001)","(0, 0.10500000000000001)",0.10500000000000001
"(0.035, 0.035)","(0.0525, 0.0875)","(0, 0.0875)","(0, 0.0875)",0.0875
"(0.025, 0.025)","(0.0, 0.025)","(0.0215, 0.0465)","(0.0, 0.0465)",0.0465
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.0835, 0.131)","(0.5625, 0.6935)",0.6935
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.0835, 0.131)","(0.0, 0.131)",0.131
"(0.025, 0.025)","(0.025, 0.05)","(0.0, 0.05)","(0.135, 0.185)",0.185
"(0.105, 0.105)","(0.075, 0.18)","(0, 0.18)","(0, 0.18)",0.18
"(0.025, 0.025)","(0.0475, 0.07250000000000001)","(0.05, 0.12250000000000001)","(0.0, 0.12250000000000001)",0.12250000000000001
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.045, 0.0675)",0.0675
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.1575, 0.18)",0.18
"(0.185, 0.185)","(0.175, 0.36)","(0.0, 0.36)","(0.0, 0.36)",0.36
"(0.185, 0.185)","(0.175, 0.36)","(0.0, 0.36)","(0.64, 1.0)",1.0
"(0.0775, 0.0775)","(0.0, 0.0775)","(0.0, 0.0775)","(0.115, 0.1925)",0.1925
"(0.0, 0.0)","(0.0, 0.0)","(0.015, 0.015)","(0.035, 0.05)",0.05
"(0.021, 0.021)","(0.015, 0.036000000000000004)","(0.0588, 0.0948)","(0, 0.0948)",0.0948
"(0.025, 0.025)","(0.015, 0.04)","(0.11, 0.15)","(0, 0.15)",0.15
"(0.11, 0.11)","(0.15, 0.26)","(0.16, 0.42000000000000004)","(0, 0.42000000000000004)",0.42000000000000004
"(0.11, 0.11)","(0.15, 0.26)","(0.0, 0.26)","(0, 0.26)",0.26
"(0.035, 0.035)","(0.03, 0.065)","(0.0, 0.065)","(0.0, 0.065)",0.065
"(0.085, 0.085)","(0.135, 0.22000000000000003)","(0, 0.22000000000000003)","(0, 0.22000000000000003)",0.22000000000000003
"(0.02, 0.02)","(0.0, 0.02)","(0.045, 0.065)","(0, 0.065)",0.065
"(0.0, 0.0)","(0.0, 0.0)","(0.015, 0.015)","(0.038, 0.053)",0.053
"(0.02, 0.02)","(0.02, 0.04)","(0.0, 0.04)","(0, 0.04)",0.04
"(0.02, 0.02)","(0.02, 0.04)","(0.04, 0.08)","(0, 0.08)",0.08
"(0.072, 0.072)","(0.0, 0.072)","(0.0, 0.072)","(0.0795, 0.1515)",0.1515
"(0.025, 0.025)","(0.015, 0.04)","(0.08, 0.12)","(0.0, 0.12)",0.12
"(0.025, 0.025)","(0.015, 0.04)","(0.08, 0.12)","(0.12, 0.24)",0.24
"(0.0211, 0.0211)","(0.036, 0.0571)","(0, 0.0571)","(0, 0.0571)",0.0571
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.0, 0.0475)","(0.1555, 0.203)",0.203
"(0.025, 0.025)","(0.0, 0.025)","(0.0487, 0.0737)","(0, 0.0737)",0.0737
"(0.0762, 0.0762)","(0, 0.0762)","(0, 0.0762)","(0, 0.0762)",0.0762
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.0412, 0.0637)",0.0637
"(0.0707, 0.0707)","(0.0, 0.0707)","(0.05, 0.1207)","(0.075, 0.19569999999999999)",0.19569999999999999
"(0.0707, 0.0707)","(0.0, 0.0707)","(0.05, 0.1207)","(0.0, 0.1207)",0.1207
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.15, 0.1725)",0.1725
"(0.03, 0.03)","(0.0, 0.03)","(0.0, 0.03)","(0.0333, 0.0633)",0.0633
"(0.0235, 0.0235)","(0.02, 0.0435)","(0.0652, 0.10869999999999999)","(0, 0.10869999999999999)",0.10869999999999999
"(0.03, 0.03)","(0.025, 0.055)","(0.0, 0.055)","(0.0, 0.055)",0.055
"(0.0211, 0.0211)","(0.055, 0.0761)","(0.2, 0.2761)","(0.0, 0.2761)",0.2761
"(0.0775, 0.0775)","(0.1237, 0.2012)","(0.3, 0.5012)","(0.0, 0.5012)",0.5012
"(0.072, 0.072)","(0.055, 0.127)","(0.1345, 0.2615)","(0, 0.2615)",0.2615
"(0.07, 0.07)","(0.05, 0.12000000000000001)","(0.125, 0.245)","(0, 0.245)",0.245
"(0.025, 0.025)","(0.0275, 0.052500000000000005)","(0.0, 0.052500000000000005)","(0.0825, 0.135)",0.135
"(0.0225, 0.0225)","(0.02, 0.042499999999999996)","(0.0, 0.042499999999999996)","(0.0, 0.042499999999999996)",0.042499999999999996
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.0925, 0.11499999999999999)",0.11499999999999999
"(0.15, 0.15)","(0, 0.15)","(0, 0.15)","(0, 0.15)",0.15
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.035, 0.0825)","(0, 0.0825)",0.0825
"(0.03, 0.03)","(0.0, 0.03)","(0.045, 0.075)","(0.215, 0.29)",0.29
"(0.0211, 0.0211)","(0.01, 0.031100000000000003)","(0.0, 0.031100000000000003)","(0.0, 0.031100000000000003)",0.031100000000000003
"(0.0224, 0.0224)","(0.015, 0.0374)","(0.0, 0.0374)","(0.0, 0.0374)",0.0374
"(0.0215, 0.0215)","(0.029, 0.0505)","(0.185, 0.2355)","(0.0, 0.2355)",0.2355
"(0.07, 0.07)","(0.0, 0.07)","(0.0, 0.07)","(0.1162, 0.1862)",0.1862
"(0.02, 0.02)","(0.0, 0.02)","(0.0, 0.02)","(0.215, 0.235)",0.235
"(0.0235, 0.0235)","(0.0, 0.0235)","(0.0, 0.0235)","(0.015, 0.0385)",0.0385
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.11, 0.1325)","(0, 0.1325)",0.1325
"(0.03, 0.03)","(0.03, 0.06)","(0.09, 0.15)","(0.225, 0.375)",0.375
"(0.1075, 0.1075)","(0.0, 0.1075)","(0.165, 0.2725)","(0, 0.2725)",0.2725
"(0.1075, 0.1075)","(0.0, 0.1075)","(0.0, 0.1075)","(0, 0.1075)",0.1075
"(0.025, 0.025)","(0.015, 0.04)","(0.03, 0.07)","(0, 0.07)",0.07
"(0.02, 0.02)","(0.0, 0.02)","(0.0337, 0.0537)","(0.0, 0.0537)",0.0537
"(0.02, 0.02)","(0.0, 0.02)","(0.0337, 0.0537)","(0.0843, 0.138)",0.138
"(0.0235, 0.0235)","(0.015, 0.0385)","(0, 0.0385)","(0, 0.0385)",0.0385
"(0.021, 0.021)","(0.0, 0.021)","(0.0, 0.021)","(0.0235, 0.0445)",0.0445
"(0.03, 0.03)","(0.02, 0.05)","(0.05, 0.1)","(0.1, 0.2)",0.2
"(0.03, 0.03)","(0.02, 0.05)","(0.05, 0.1)","(0.0, 0.1)",0.1
"(0.1225, 0.1225)","(0.1, 0.2225)","(0, 0.2225)","(0, 0.2225)",0.2225
"(0.07, 0.07)","(0.0517, 0.1217)","(0.0, 0.1217)","(0.2115, 0.3332)",0.3332
"(0.07, 0.07)","(0.0517, 0.1217)","(0.0, 0.1217)","(0.0, 0.1217)",0.1217
"(0.035, 0.035)","(0.0, 0.035)","(0.0525, 0.0875)","(0.1312, 0.2187)",0.2187
"(0.0235, 0.0235)","(0.0, 0.0235)","(0.0352, 0.0587)","(0, 0.0587)",0.0587
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.175, 0.19749999999999998)",0.19749999999999998
"(0.02, 0.02)","(0.0, 0.02)","(0.0962, 0.1162)","(0.0, 0.1162)",0.1162
"(0.0211, 0.0211)","(0.015, 0.0361)","(0, 0.0361)","(0, 0.0361)",0.0361
"(0.02, 0.02)","(0.015, 0.035)","(0, 0.035)","(0, 0.035)",0.035
"(0.035, 0.035)","(0.0225, 0.0575)","(0.0, 0.0575)","(0, 0.0575)",0.0575
"(0.035, 0.035)","(0.0225, 0.0575)","(0.0862, 0.1437)","(0, 0.1437)",0.1437
"(0.0705, 0.0705)","(0, 0.0705)","(0, 0.0705)","(0, 0.0705)",0.0705
"(0.02, 0.02)","(0.05, 0.07)","(0.05, 0.12000000000000001)","(0.245, 0.365)",0.365
"(0.26, 0.26)","(0, 0.26)","(0, 0.26)","(0, 0.26)",0.26
"(0.0225, 0.0225)","(0.05, 0.07250000000000001)","(0, 0.07250000000000001)","(0, 0.07250000000000001)",0.07250000000000001
"(0.0, 0.0)","(0.04, 0.04)","(0, 0.04)","(0, 0.04)",0.04
"(0.02, 0.02)","(0.0, 0.02)","(0.0, 0.02)","(0.0337, 0.0537)",0.0537
"(0.03, 0.03)","(0.015, 0.045)","(0.27, 0.315)","(0.685, 1.0)",1.0
"(0.03, 0.03)","(0.015, 0.045)","(0.27, 0.315)","(0.0, 0.315)",0.315
"(0.0225, 0.0225)","(0.0725, 0.095)","(0, 0.095)","(0, 0.095)",0.095
"(0.02, 0.02)","(0.035, 0.05500000000000001)","(0, 0.05500000000000001)","(0, 0.05500000000000001)",0.05500000000000001
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.11, 0.1325)",0.1325
"(0.0, 0.0)","(0.01, 0.01)","(0.0, 0.01)","(0.02, 0.03)",0.03
"(0.07, 0.07)","(0.05, 0.12000000000000001)","(0.0, 0.12000000000000001)","(0.18, 0.3)",0.3
"(0.0, 0.0)","(0.01, 0.01)","(0.02, 0.03)","(0.06, 0.09)",0.09
"(0.02, 0.02)","(0.0125, 0.0325)","(0, 0.0325)","(0, 0.0325)",0.0325
"(0.03, 0.03)","(0.0322, 0.0622)","(0.0, 0.0622)","(0.0, 0.0622)",0.0622
"(0.02, 0.02)","(0.0, 0.02)","(0.0725, 0.0925)","(0.0, 0.0925)",0.0925
"(0.02, 0.02)","(0.0, 0.02)","(0.0, 0.02)","(0.0175, 0.037500000000000006)",0.037500000000000006
"(0.02, 0.02)","(0.0337, 0.0537)","(0.0425, 0.09620000000000001)","(0.0, 0.09620000000000001)",0.09620000000000001
"(0.0225, 0.0225)","(0.02, 0.042499999999999996)","(0.025, 0.0675)","(0, 0.0675)",0.0675
"(0.02, 0.02)","(0.23, 0.25)","(0, 0.25)","(0, 0.25)",0.25
"(0.075, 0.075)","(0.06, 0.135)","(0.0, 0.135)","(0.0, 0.135)",0.135
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.015, 0.0375)","(0.0, 0.0375)",0.0375
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.015, 0.0375)","(0.035, 0.07250000000000001)",0.07250000000000001
"(0.02, 0.02)","(0.0, 0.02)","(0.02, 0.04)","(0, 0.04)",0.04
"(0.02, 0.02)","(0.0225, 0.042499999999999996)","(0.0, 0.042499999999999996)","(0.0675, 0.11)",0.11
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.073, 0.0955)",0.0955
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.024, 0.0465)",0.0465
"(0.021, 0.021)","(0.015, 0.036000000000000004)","(0.0, 0.036000000000000004)","(0.045, 0.081)",0.081
"(0.2475, 0.2475)","(0.0, 0.2475)","(0.0, 0.2475)","(0.0, 0.2475)",0.2475
"(0.2475, 0.2475)","(0.0, 0.2475)","(0.0, 0.2475)","(0.5, 0.7475)",0.7475
"(0.0214, 0.0214)","(0.0, 0.0214)","(0.0175, 0.038900000000000004)","(0.0, 0.038900000000000004)",0.038900000000000004
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0199, 0.0424)","(0, 0.0424)",0.0424
"(0.0775, 0.0775)","(0.0412, 0.1187)","(0.0, 0.1187)","(0.0, 0.1187)",0.1187
"(0.025, 0.025)","(0.035, 0.060000000000000005)","(0.1, 0.16)","(0.25, 0.41000000000000003)",0.41000000000000003
"(0.0, 0.0)","(0.02, 0.02)","(0.0, 0.02)","(0.0, 0.02)",0.02
"(0.0225, 0.0225)","(0.0175, 0.04)","(0.07, 0.11000000000000001)","(0, 0.11000000000000001)",0.11000000000000001
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.0325, 0.055)",0.055
"(0.02, 0.02)","(0.0225, 0.042499999999999996)","(0.0225, 0.065)","(0.0, 0.065)",0.065
"(0.025, 0.025)","(0.0, 0.025)","(0.0, 0.025)","(0.156, 0.181)",0.181
"(0.08, 0.08)","(0.0875, 0.16749999999999998)","(0, 0.16749999999999998)","(0, 0.16749999999999998)",0.16749999999999998
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.03, 0.0525)","(0.085, 0.1375)",0.1375
"(0.025, 0.025)","(0.035, 0.060000000000000005)","(0.04, 0.1)","(0.0, 0.1)",0.1
"(0.09, 0.09)","(0.095, 0.185)","(0.29, 0.475)","(0.0, 0.475)",0.475
"(0.03, 0.03)","(0.05, 0.08)","(0.0, 0.08)","(0, 0.08)",0.08
"(0.03, 0.03)","(0.05, 0.08)","(0.21, 0.29)","(0, 0.29)",0.29
"(0.0225, 0.0225)","(0.0275, 0.05)","(0.0915, 0.14150000000000001)","(0.2476, 0.3891)",0.3891
"(0.0225, 0.0225)","(0.0275, 0.05)","(0.0915, 0.14150000000000001)","(0.0, 0.14150000000000001)",0.14150000000000001
"(0.0225, 0.0225)","(0.035, 0.0575)","(0.9425, 1.0)","(0, 1.0)",1.0
"(0.115, 0.115)","(0.095, 0.21000000000000002)","(0.1725, 0.3825)","(0, 0.3825)",0.3825
"(0.115, 0.115)","(0.095, 0.21000000000000002)","(0.0, 0.21000000000000002)","(0, 0.21000000000000002)",0.21000000000000002
"(0.0, 0.0)","(0.0, 0.0)","(0.03, 0.03)","(0.0, 0.03)",0.03
"(0.225, 0.225)","(0, 0.225)","(0, 0.225)","(0, 0.225)",0.225
"(0.025, 0.025)","(0.015, 0.04)","(0.0425, 0.0825)","(0, 0.0825)",0.0825
"(0.0, 0.0)","(0.03, 0.03)","(0.03, 0.06)","(0.0, 0.06)",0.06
"(0.0925, 0.0925)","(0.065, 0.1575)","(0.225, 0.3825)","(0.0, 0.3825)",0.3825
"(0.0925, 0.0925)","(0.065, 0.1575)","(0.225, 0.3825)","(0.6175, 1.0)",1.0
"(0.035, 0.035)","(0.14, 0.17500000000000002)","(0, 0.17500000000000002)","(0, 0.17500000000000002)",0.17500000000000002
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0375, 0.06)","(0.94, 1.0)",1.0
"(0.02, 0.02)","(0.0, 0.02)","(0.0225, 0.042499999999999996)","(0.135, 0.1775)",0.1775
"(0.0, 0.0)","(0.0, 0.0)","(0.015, 0.015)","(0.155, 0.16999999999999998)",0.16999999999999998
"(0.035, 0.035)","(0.0, 0.035)","(0.0, 0.035)","(0.055, 0.09)",0.09
"(0.0975, 0.0975)","(0.15, 0.2475)","(0, 0.2475)","(0, 0.2475)",0.2475
"(0.02, 0.02)","(0.0, 0.02)","(0.0617, 0.0817)","(0, 0.0817)",0.0817
"(0.0912, 0.0912)","(0.0, 0.0912)","(0.0, 0.0912)","(0, 0.0912)",0.0912
"(0.0912, 0.0912)","(0.0, 0.0912)","(0.2886, 0.3798)","(0, 0.3798)",0.3798
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.05, 0.07250000000000001)","(0.2658, 0.3383)",0.3383
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0412, 0.0637)","(0, 0.0637)",0.0637
"(0.025, 0.025)","(0.0, 0.025)","(0.0175, 0.0425)","(0.18, 0.2225)",0.2225
"(0.025, 0.025)","(0.045, 0.07)","(0, 0.07)","(0, 0.07)",0.07
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.025, 0.0475)","(0.1, 0.14750000000000002)",0.14750000000000002
"(0.207, 0.207)","(0.2145, 0.4215)","(0, 0.4215)","(0, 0.4215)",0.4215
"(0.207, 0.207)","(0.0, 0.207)","(0, 0.207)","(0, 0.207)",0.207
"(0.03, 0.03)","(0.0, 0.03)","(0.015, 0.045)","(0, 0.045)",0.045
"(0.0225, 0.0225)","(0.045, 0.0675)","(0, 0.0675)","(0, 0.0675)",0.0675
"(0.025, 0.025)","(0.0175, 0.0425)","(0.045, 0.0875)","(0.0, 0.0875)",0.0875
"(0.035, 0.035)","(0.05, 0.085)","(0, 0.085)","(0, 0.085)",0.085
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.08, 0.10250000000000001)",0.10250000000000001
"(0.115, 0.115)","(0.08, 0.195)","(0.2, 0.395)","(0, 0.395)",0.395
"(0.115, 0.115)","(0.08, 0.195)","(0.0, 0.195)","(0, 0.195)",0.195
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.15, 0.1975)","(0, 0.1975)",0.1975
"(0.0887, 0.0887)","(0, 0.0887)","(0, 0.0887)","(0, 0.0887)",0.0887
