blinds,stacks,pre_flop_bets,flop_bets,turn_bets,river_bets
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrPink': 200}","{'MrPink': 0, 'Eddie': 135}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 1225, 'Pluribus': 1225}","{'Pluribus': 625, 'MrBlue': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 250, 'Eddie': 250}","{'Eddie': 0, 'MrPink': 0}","{'Eddie': 0, 'MrPink': 0}","{'Eddie': 1475, 'MrPink': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrBlue': 225}","{'MrBlue': 0, 'Bill': 0}","{'MrBlue': 0, 'Bill': 0}","{'MrBlue': 0, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'MrBlue': 300, 'Bill': 300}","{'MrBlue': 450, 'Bill': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 225}","{'MrPink': 0, 'MrBlue': 0}","{'MrPink': 350, 'MrBlue': 350}","{'MrPink': 800, 'MrBlue': 800}"
"[50, 100]","[10000, 10000]","{'MrPink': 1150, 'Pluribus': 1150}","{'Pluribus': 1200, 'MrPink': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrPink': 225}","{'MrPink': 0, 'Pluribus': 0}","{'MrPink': 350, 'Pluribus': 350}","{'MrPink': 1600, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'Eddie': 200}","{'Pluribus': 0, 'Eddie': 0}","{'Pluribus': 0, 'Eddie': 0}","{'Pluribus': 1000, 'Eddie': 400}"
"[50, 100]","[10000, 10000]","{'Pluribus': 750, 'Eddie': 750}","{'Pluribus': 0, 'Eddie': 825}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrBrown': 200}","{'Eddie': 400, 'MrBrown': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrWhite': 225}","{'MrWhite': 250, 'Bill': 250}","{'MrWhite': 0, 'Bill': 0}","{'MrWhite': 500, 'Bill': 500}"
"[50, 100]","[10000, 10000]","{'Eddie': 0, 'Bill': 350}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrWhite': 200}","{'MrWhite': 0, 'Eddie': 135}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 650, 'MrOrange': 650}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Eddie': 225}","{'Eddie': 0, 'MrWhite': 0}","{'Eddie': 0, 'MrWhite': 375}",{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'Eddie': 250}","{'MrBlonde': 0, 'Eddie': 0}","{'MrBlonde': 0, 'Eddie': 650}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrWhite': 200}","{'MrWhite': 225, 'Pluribus': 225}","{'MrWhite': 0, 'Pluribus': 0}","{'MrWhite': 450, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrBlonde': 225}","{'MrBlonde': 0, 'Bill': 150}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 700, 'MrOrange': 700}","{'Bill': 555, 'MrOrange': 555}","{'Bill': 0, 'MrOrange': 0}","{'Bill': 1675, 'MrOrange': 1675}"
"[50, 100]","[10000, 10000]","{'Eddie': 0, 'Bill': 0}","{'Eddie': 100, 'Bill': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 300, 'Pluribus': 300}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'Eddie': 800}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrWhite': 200}","{'MrWhite': 0, 'Pluribus': 225}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 233, 'MrWhite': 233}","{'MrOrange': 0, 'MrWhite': 0}","{'MrOrange': 888, 'MrWhite': 0}",{}
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Pluribus': 222}","{'Pluribus': 150, 'Eddie': 150}","{'Pluribus': 0, 'Eddie': 0}","{'Pluribus': 0, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 275, 'MrOrange': 275}","{'Pluribus': 550, 'MrOrange': 550}","{'Pluribus': 877, 'MrOrange': 877}","{'Pluribus': 6165, 'MrOrange': 1445}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrBlonde': 200}","{'MrBlonde': 135, 'Eddie': 135}","{'MrBlonde': 0, 'Eddie': 0}","{'MrBlonde': 0, 'Eddie': 360}"
"[50, 100]","[10000, 10000]","{'MrOrange': 245, 'Eddie': 245}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 270, 'MrOrange': 0}",{}
"[50, 100]","[10000, 10000]","{'Bill': 300, 'Pluribus': 300}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 900, 'Pluribus': 900}","{'Bill': 4200, 'Pluribus': 1200}"
"[50, 100]","[10000, 10000]","{'Bill': 1300, 'MrOrange': 1300}","{'MrOrange': 875, 'Bill': 875}","{'MrOrange': 0, 'Bill': 1450}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 1100, 'MrOrange': 1100}","{'MrOrange': 725, 'Pluribus': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 1050, 'MrBlonde': 1050}","{'MrBlonde': 800, 'MrWhite': 800}","{'MrBlonde': 0, 'MrWhite': 0}","{'MrBlonde': 2500, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 300, 'Bill': 300}","{'Eddie': 450, 'Bill': 450}","{'Eddie': 0, 'Bill': 2000}",{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'MrOrange': 250}","{'MrOrange': 275, 'MrBlonde': 275}","{'MrOrange': 0, 'MrBlonde': 0}","{'MrOrange': 0, 'MrBlonde': 750}"
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrBlonde': 225}","{'MrBlonde': 0, 'Pluribus': 0}","{'MrBlonde': 0, 'Pluribus': 0}","{'MrBlonde': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 1050, 'MrBlonde': 1050}","{'MrBlonde': 0, 'MrWhite': 1400}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 287, 'MrOrange': 1300}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrWhite': 875}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 234, 'Eddie': 1300}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrBlonde': 750}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 950, 'Bill': 950}","{'Bill': 500, 'Eddie': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'Eddie': 800}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 625, 'Bill': 625}","{'Eddie': 1200, 'Bill': 1200}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 8175, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 802, 'MrWhite': 802}","{'MrWhite': 0, 'MrOrange': 675}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 720, 'MrWhite': 720}","{'MrOrange': 0, 'MrWhite': 1200}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 2675, 'Bill': 10000}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 287, 'MrOrange': 1300}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 232, 'Eddie': 232}","{'Eddie': 150, 'MrOrange': 150}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Eddie': 1150}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Pluribus': 222}","{'Pluribus': 150, 'Eddie': 150}","{'Pluribus': 630, 'Eddie': 630}","{'Pluribus': 0, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 287, 'MrOrange': 287}","{'MrOrange': 999, 'Bill': 999}","{'MrOrange': 0, 'Bill': 0}","{'MrOrange': 999, 'Bill': 999}"
"[50, 100]","[10000, 10000]","{'Pluribus': 650, 'MrOrange': 650}","{'Pluribus': 555, 'MrOrange': 555}","{'Pluribus': 1325, 'MrOrange': 1325}","{'Pluribus': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrBlonde': 225}","{'Pluribus': 400, 'MrBlonde': 400}","{'Pluribus': 1000, 'MrBlonde': 1000}","{'Pluribus': 2000, 'MrBlonde': 2000}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Pluribus': 225}","{'Pluribus': 0, 'MrWhite': 375}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrOrange': 225}","{'MrOrange': 0, 'MrWhite': 0}","{'MrOrange': 700, 'MrWhite': 0}",{}
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'Eddie': 200}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 810, 'MrOrange': 0}",{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Bill': 225}","{'Bill': 375, 'MrWhite': 375}","{'Bill': 350, 'MrWhite': 350}","{'Bill': 0, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'Pluribus': 200}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 225, 'MrOrange': 225}"
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 100, 'MrOrange': 100}","{'Pluribus': 100, 'MrOrange': 100}","{'Pluribus': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrWhite': 200}","{'MrWhite': 450, 'Pluribus': 450}","{'MrWhite': 0, 'Pluribus': 2025}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'Eddie': 200}","{'Eddie': 0, 'Pluribus': 0}","{'Eddie': 0, 'Pluribus': 0}","{'Eddie': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'Bill': 1050}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'Pluribus': 250}","{'Pluribus': 0, 'MrBlonde': 0}","{'Pluribus': 600, 'MrBlonde': 600}","{'Pluribus': 0, 'MrBlonde': 1200}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrBlonde': 200}","{'MrBlonde': 135, 'Eddie': 135}","{'MrBlonde': 0, 'Eddie': 720}",{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Eddie': 225}","{'Eddie': 0, 'MrWhite': 250}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'Eddie': 225}","{'Eddie': 0, 'Pluribus': 0}","{'Eddie': 0, 'Pluribus': 137}",{}
"[50, 100]","[10000, 10000]","{'Bill': 300, 'Pluribus': 300}","{'Bill': 300, 'Pluribus': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 244, 'MrBlonde': 244}","{'MrBlonde': 0, 'MrOrange': 175}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'Bill': 250}","{'Bill': 0, 'MrBlonde': 250}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 850, 'Pluribus': 850}","{'Pluribus': 437, 'Eddie': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrWhite': 200}","{'MrWhite': 405, 'Eddie': 405}","{'MrWhite': 500, 'Eddie': 500}","{'MrWhite': 0, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 675, 'Pluribus': 675}","{'Bill': 375, 'Pluribus': 375}","{'Bill': 0, 'Pluribus': 1125}",{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 0, 'Eddie': 0}","{'MrBlonde': 0, 'Eddie': 0}","{'MrBlonde': 0, 'Eddie': 0}","{'MrBlonde': 150, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Pluribus': 681}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrBlonde': 200}","{'MrBlonde': 135, 'Eddie': 135}","{'MrBlonde': 0, 'Eddie': 575}",{}
"[50, 100]","[10000, 10000]","{'MrOrange': 215, 'MrBlonde': 215}","{'MrOrange': 0, 'MrBlonde': 0}","{'MrOrange': 440, 'MrBlonde': 440}","{'MrOrange': 1100, 'MrBlonde': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Pluribus': 225}","{'Pluribus': 0, 'MrWhite': 375}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 1129, 'Pluribus': 1129}","{'Pluribus': 1179, 'Bill': 1179}","{'Pluribus': 0, 'Bill': 0}","{'Pluribus': 1675, 'Bill': 1675}"
"[50, 100]","[10000, 10000]","{'MrOrange': 240, 'MrBlonde': 240}","{'MrBlonde': 0, 'MrOrange': 160}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 300, 'Bill': 300}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 450, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrWhite': 200}","{'MrWhite': 0, 'Eddie': 0}","{'MrWhite': 0, 'Eddie': 0}","{'MrWhite': 0, 'Eddie': 225}"
"[50, 100]","[10000, 10000]","{'MrWhite': 300, 'MrBlonde': 300}","{'MrWhite': 0, 'MrBlonde': 0}","{'MrWhite': 0, 'MrBlonde': 0}","{'MrWhite': 400, 'MrBlonde': 400}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Eddie': 225}","{'Eddie': 0, 'MrWhite': 0}","{'Eddie': 900, 'MrWhite': 900}","{'Eddie': 4000, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'Bill': 250}","{'Bill': 0, 'MrBlonde': 0}","{'Bill': 275, 'MrBlonde': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 3412, 'Eddie': 1350}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Bill': 225}","{'Bill': 0, 'MrWhite': 0}","{'Bill': 500, 'MrWhite': 500}","{'Bill': 1500, 'MrWhite': 4875}"
"[50, 100]","[10000, 10000]","{'Bill': 300, 'Pluribus': 300}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 600, 'Pluribus': 600}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Bill': 800}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrWhite': 225}","{'MrWhite': 0, 'Bill': 0}","{'MrWhite': 0, 'Bill': 0}","{'MrWhite': 0, 'Bill': 250}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrBlonde': 200}","{'MrBlonde': 0, 'Eddie': 135}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Eddie': 225}","{'Eddie': 0, 'MrWhite': 0}","{'Eddie': 0, 'MrWhite': 375}",{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Bill': 225}","{'Bill': 0, 'MrWhite': 0}","{'Bill': 0, 'MrWhite': 0}","{'Bill': 375, 'MrWhite': 375}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Eddie': 225}","{'MrWhite': 0, 'Eddie': 0}","{'MrWhite': 0, 'Eddie': 480}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 1987, 'MrOrange': 1987}","{'Pluribus': 2062, 'MrOrange': 2062}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 5951, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlonde': 200}","{'Pluribus': 275, 'MrBlonde': 275}","{'Pluribus': 0, 'MrBlonde': 0}","{'Pluribus': 1650, 'MrBlonde': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 675, 'Pluribus': 675}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 3000, 'Pluribus': 3000}","{'Bill': 6325, 'Pluribus': 6325}"
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrBlonde': 225}","{'MrBlonde': 250, 'Pluribus': 250}","{'MrBlonde': 0, 'Pluribus': 0}","{'MrBlonde': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'Eddie': 250}","{'MrBlonde': 375, 'Eddie': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 300, 'MrOrange': 300}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 300, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 1050, 'MrBlonde': 1050}","{'MrBlonde': 537, 'Pluribus': 537}","{'MrBlonde': 0, 'Pluribus': 0}","{'MrBlonde': 1612, 'Pluribus': 1612}"
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Pluribus': 222}","{'Pluribus': 0, 'Eddie': 150}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Bill': 800}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'MrWhite': 250}","{'MrWhite': 0, 'MrBlonde': 0}","{'MrWhite': 0, 'MrBlonde': 0}","{'MrWhite': 0, 'MrBlonde': 350}"
"[50, 100]","[10000, 10000]","{'MrOrange': 234, 'Bill': 234}","{'Bill': 0, 'MrOrange': 325}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrOrange': 200}","{'MrOrange': 0, 'Eddie': 135}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 287, 'MrWhite': 900}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrBlonde': 225}","{'MrBlonde': 0, 'Pluribus': 250}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 223, 'Eddie': 223}","{'Eddie': 900, 'MrOrange': 900}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 4000, 'MrOrange': 4000}"
"[50, 100]","[10000, 10000]","{'Eddie': 0, 'Bill': 0}","{'Eddie': 100, 'Bill': 100}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 0, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 100, 'MrOrange': 100}","{'Pluribus': 333, 'MrOrange': 333}","{'Pluribus': 0, 'MrOrange': 725}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrBlonde': 1050}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'Bill': 250}","{'Bill': 0, 'MrBlonde': 0}","{'Bill': 0, 'MrBlonde': 0}","{'Bill': 275, 'MrBlonde': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrBlonde': 225}","{'MrWhite': 0, 'MrBlonde': 0}","{'MrWhite': 0, 'MrBlonde': 0}","{'MrWhite': 600, 'MrBlonde': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 214, 'Eddie': 214}","{'Eddie': 150, 'MrOrange': 150}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 1350, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'Pluribus': 200}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 112, 'MrOrange': 112}","{'Pluribus': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Pluribus': 1325}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 300, 'MrBlonde': 300}","{'MrWhite': 300, 'MrBlonde': 300}","{'MrWhite': 900, 'MrBlonde': 900}","{'MrWhite': 1500, 'MrBlonde': 8500}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Pluribus': 225}","{'Pluribus': 0, 'MrWhite': 0}","{'Pluribus': 0, 'MrWhite': 0}","{'Pluribus': 0, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 100, 'MrOrange': 100}","{'Pluribus': 200, 'MrOrange': 0}",{}
"[50, 100]","[10000, 10000]","{'Bill': 825, 'Pluribus': 825}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 1200, 'Pluribus': 0}",{}
"[50, 100]","[10000, 10000]","{'Bill': 287, 'Pluribus': 287}","{'Pluribus': 0, 'Bill': 0}","{'Pluribus': 505, 'Bill': 505}","{'Pluribus': 6746, 'Bill': 1055}"
"[50, 100]","[10000, 10000]","{'Bill': 750, 'Pluribus': 750}","{'Bill': 1649, 'Pluribus': 1649}","{'Bill': 2075, 'Pluribus': 2075}","{'Bill': 5526, 'Pluribus': 5526}"
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'Eddie': 200}","{'Eddie': 425, 'MrOrange': 425}","{'Eddie': 3698, 'MrOrange': 666}",{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrBlue': 225}","{'MrBlue': 150, 'Bill': 150}","{'MrBlue': 0, 'Bill': 600}",{}
"[50, 100]","[10000, 10000]","{'MrBrown': 225, 'Bill': 950}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 900, 'Pluribus': 900}","{'MrPink': 1800, 'Pluribus': 1800}","{'MrPink': 7300, 'Pluribus': 1350}",{}
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'Pluribus': 210}","{'MrPink': 1425, 'Pluribus': 1425}","{'MrPink': 0, 'Pluribus': 0}","{'MrPink': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'MrBrown': 250, 'Bill': 250}","{'Bill': 0, 'MrBrown': 0}","{'Bill': 550, 'MrBrown': 550}","{'Bill': 1650, 'MrBrown': 0}"
"[50, 100]","[10000, 10000]","{'MrPink': 0, 'Pluribus': 0}","{'MrPink': 100, 'Pluribus': 100}","{'MrPink': 200, 'Pluribus': 0}",{}
"[50, 100]","[10000, 10000]","{'MrPink': 250, 'Eddie': 250}","{'Eddie': 0, 'MrPink': 0}","{'Eddie': 460, 'MrPink': 0}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 700, 'MrPink': 700}","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 2375, 'MrPink': 2375}","{'MrBlue': 6925, 'MrPink': 6925}"
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'MrBlue': 250}","{'MrBlue': 275, 'Pluribus': 275}","{'MrBlue': 0, 'Pluribus': 2200}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 1150}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 287, 'Pluribus': 287}","{'Pluribus': 468, 'Bill': 468}","{'Pluribus': 0, 'Bill': 1170}",{}
"[50, 100]","[10000, 10000]","{'MrPink': 250, 'Eddie': 250}","{'Eddie': 350, 'MrPink': 350}","{'Eddie': 0, 'MrPink': 1650}",{}
"[50, 100]","[10000, 10000]","{'Eddie': 0, 'MrBrown': 0}","{'Eddie': 0, 'MrBrown': 0}","{'Eddie': 100, 'MrBrown': 100}","{'Eddie': 320, 'MrBrown': 320}"
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'MrBrown': 750}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 700, 'MrPink': 700}","{'Bill': 0, 'MrPink': 500}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 0, 'MrBrown': 0}","{'Eddie': 0, 'MrBrown': 0}","{'Eddie': 0, 'MrBrown': 0}","{'Eddie': 100, 'MrBrown': 100}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 225}","{'MrPink': 0, 'MrBlue': 0}","{'MrPink': 0, 'MrBlue': 0}","{'MrPink': 0, 'MrBlue': 375}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 225}","{'Pluribus': 0, 'MrBlue': 0}","{'Pluribus': 0, 'MrBlue': 0}","{'Pluribus': 0, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'Eddie': 300}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrBrown': 225}","{'MrBrown': 250, 'MrBlue': 250}","{'MrBrown': 850, 'MrBlue': 850}","{'MrBrown': 8675, 'MrBlue': 2275}"
"[50, 100]","[10000, 10000]","{'Pluribus': 287, 'MrBlue': 1150}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 225}","{'MrPink': 0, 'MrBlue': 0}","{'MrPink': 350, 'MrBlue': 0}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 225}","{'MrPink': 0, 'MrBlue': 0}","{'MrPink': 0, 'MrBlue': 0}","{'MrPink': 175, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'Eddie': 250}","{'Pluribus': 250, 'Eddie': 250}","{'Pluribus': 0, 'Eddie': 0}","{'Pluribus': 750, 'Eddie': 750}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 225}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 250, 'Pluribus': 250}","{'MrBlue': 5000, 'Pluribus': 1300}"
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlue': 200}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 0, 'Pluribus': 112}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'Eddie': 300}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBrown': 300, 'MrBlue': 300}","{'MrBrown': 0, 'MrBlue': 0}","{'MrBrown': 0, 'MrBlue': 0}","{'MrBrown': 0, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 1900, 'MrBrown': 600}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 0, 'Pluribus': 0}","{'MrPink': 100, 'Pluribus': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 300, 'Eddie': 300}","{'Pluribus': 0, 'Eddie': 480}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'Eddie': 1100}",{},{},{}
"[50, 100]","[10000, 10000]","{'Budd': 675, 'Pluribus': 675}","{'Budd': 375, 'Pluribus': 375}","{'Budd': 0, 'Pluribus': 1125}",{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Bill': 225}","{'Bill': 325, 'MrWhite': 325}","{'Bill': 0, 'MrWhite': 0}","{'Bill': 400, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 250, 'Pluribus': 250}","{'Pluribus': 300, 'Bill': 300}","{'Pluribus': 0, 'Bill': 0}","{'Pluribus': 600, 'Bill': 600}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrWhite': 725}",{},{},{}
"[50, 100]","[10000, 10000]","{'Budd': 775, 'MrWhite': 775}","{'MrWhite': 0, 'Budd': 0}","{'MrWhite': 0, 'Budd': 0}","{'MrWhite': 0, 'Budd': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Budd': 225}","{'Budd': 0, 'MrWhite': 0}","{'Budd': 0, 'MrWhite': 0}","{'Budd': 0, 'MrWhite': 250}"
